start	end	text	speaker	confidence	source
00:05:53.422	00:05:54.862	it is my pleasure and privilege		0.6171	whisper
00:05:54.862	00:05:55.602	to present to you		0.6171	whisper
00:05:55.602	00:05:57.202	Mr. and Mrs. James Calvin.		0.6171	whisper
00:05:58.522	00:05:59.242	Should you have them on?		0.6171	whisper
00:05:59.442	00:05:59.842	No.		0.6171	whisper
00:06:00.042	00:06:01.322	Have them kiss and turn first.		0.6171	whisper
00:06:01.802	00:06:02.682	Oh, I forgot to,		0.6171	whisper
00:06:02.782	00:06:03.882	and now you're going to kiss your bride.		0.6171	whisper
00:06:09.102	00:06:09.902	They won't.		0.6171	whisper
00:06:10.862	00:06:11.282	Okay.		0.6083	whisper
00:06:11.822	00:06:14.842	You may now kiss your bride.		0.6083	whisper
00:06:14.942	00:06:15.722	I'm going to cry.		0.6083	whisper
00:06:16.102	00:06:16.822	I want to say.		0.6083	whisper
00:06:18.242	00:06:18.662	Okay.		0.6083	whisper
00:06:18.942	00:06:20.142	This is why the minister		0.6083	whisper
00:06:20.142	00:06:21.022	does number two.		0.6083	whisper
00:06:24.542	00:06:24.962	Okay.		0.6083	whisper
00:06:26.162	00:06:28.702	Let it start loudly.		0.6083	whisper
00:06:29.222	00:06:29.582	Then we go.		0.6083	whisper
00:06:29.722	00:06:30.262	Then we go.		0.6083	whisper
00:06:30.402	00:06:30.782	Then we go.		0.6083	whisper
00:06:30.982	00:06:31.602	Do you want,		0.6083	whisper
00:06:32.442	00:06:33.382	at the end,		0.6083	whisper
00:06:33.542	00:06:34.102	in the beginning,		0.6083	whisper
00:06:34.262	00:06:35.242	I'm going to have you as James.		0.6083	whisper
00:06:35.422	00:06:36.142	Do you prefer Jim		0.6083	whisper
00:06:36.142	00:06:36.862	through the whole thing?		0.6083	whisper
00:06:37.202	00:06:38.162	James is all right.		0.6083	whisper
00:06:39.082	00:06:39.482	Okay.		0.6083	whisper
00:06:39.482	00:06:40.342	During the middle of it,		0.6417	whisper
00:06:40.462	00:06:41.102	I call you Jim.		0.6417	whisper
00:06:41.982	00:06:43.202	Or would you prefer James?		0.6417	whisper
00:06:44.022	00:06:44.262	You know,		0.6417	whisper
00:06:44.422	00:06:45.282	all the other times		0.6417	whisper
00:06:45.282	00:06:46.442	when I say you do.		0.6417	whisper
00:06:47.742	00:06:48.622	It feels good.		0.6417	whisper
00:07:56.889	00:08:02.509	Would you please hold each other's hands, signifying to all that now you are in each other's safekeeping.		0.733	whisper
00:08:05.969	00:08:09.969	Marriage is a beautiful blending of two hearts, two souls.		0.733	whisper
00:08:10.629	00:08:16.489	This joining together is the ultimate intimacy that two human beings can share.		0.733	whisper
00:08:16.489	00:08:26.289	It is an estate not to be entered into lightly, but rather to be approached reverently, sincerely, and with the deepest humility.		0.8402	whisper
00:08:27.249	00:08:33.829	Love is friendship that has caught fire, sustained by giving yourselves to this sacred union.		0.8402	whisper
00:08:34.449	00:08:39.469	And as you grow together, remember to sow and reap love with gratitude.		0.8402	whisper
00:08:39.469	00:08:50.849	For each act of kindness, each tender smile, is a seed that will blossom forth to fill all of your tomorrows with peace, love, and harmony.		0.8923	whisper
00:08:51.549	00:08:55.089	A man who truly understood love once said,		0.8538	whisper
00:08:55.509	00:08:59.949	Love is patient, love is kind, and envies no one.		0.8538	whisper
00:09:00.529	00:09:06.909	Love is never boastful, nor conceited, nor rude, never selfish, nor quick to take offense.		0.8538	whisper
00:09:07.889	00:09:14.809	Love keeps no score of wrongs, does not gloat over others' errors, but delights in the truth.		0.8538	whisper
00:09:15.969	00:09:18.429	There is nothing that love cannot face.		0.8105	whisper
00:09:18.729	00:09:23.129	There is no limit to its faith, its hope, and its endurance.		0.8105	whisper
00:09:24.229	00:09:31.269	Through these qualities of love, your knowledge and understanding of each other will deepen the bond between you.		0.8105	whisper
00:09:32.189	00:09:37.869	Deep knowledge of one another is not something that can be achieved in a short time,		0.8105	whisper
00:09:37.869	00:09:44.669	and real understanding of the other's feelings can develop fully only with years of intimacy.		0.7888	whisper
00:09:45.289	00:09:49.749	It grows out of a deep caring to share your innermost selves,		0.7888	whisper
00:09:50.089	00:09:53.969	to be open and vulnerable and supportive of each other,		0.7888	whisper
00:09:54.249	00:09:59.129	not only in your joys and sorrows, but also in your successes.		0.7888	whisper
00:10:00.949	00:10:03.349	Recognize that the events that fill your days,		0.7888	whisper
00:10:04.289	00:10:06.949	though they may appear to be struggles and infirmities,		0.7888	whisper
00:10:06.949	00:10:12.049	are but guideposts assisting each of you into love's deepest ways.		0.7376	whisper
00:10:12.549	00:10:16.129	To know each other in this way is a priceless gift.		0.7376	whisper
00:10:17.089	00:10:21.309	Give yourselves in love, but do not give yourselves away.		0.7376	whisper
00:10:22.229	00:10:25.749	Khalil Gibran echoes these sentiments in *The Prophet* when he said,		0.7376	whisper
00:10:26.589	00:10:30.329	Love one another, but make not a bond of love.		0.7376	whisper
00:10:30.809	00:10:34.409	Let it rather be a moving sea between the shores of your souls.		0.7376	whisper
00:10:35.169	00:10:38.909	Fill each other's cup, but drink not from the same cup.		0.7836	whisper
00:10:39.549	00:10:43.609	Give one another of your bread, but eat not from the same loaf.		0.7836	whisper
00:10:44.509	00:10:48.309	Sing and dance together, yet let each of you be alone,		0.76	whisper
00:10:48.869	00:10:50.689	though they quiver with the same music.		0.76	whisper
00:10:51.389	00:10:56.189	Thus it is out of the resonance between individuality and union		0.76	whisper
00:10:56.189	00:11:06.589	that love, whose incredible strength is born and reborn through all the years of your lives.		0.6903	whisper
00:11:07.609	00:11:12.109	It is going to be a wonderful life for both of you standing side by side.		0.7387	whisper
00:11:12.549	00:11:14.969	The future for you both is now ahead.		0.7387	whisper
00:11:15.329	00:11:19.669	The past is gone, and today is the beginning of your tomorrow.		0.7387	whisper
00:11:20.349	00:11:23.029	So your faith in each other must be flawless,		0.7387	whisper
00:11:23.569	00:11:28.109	and your love for each other well with understanding and compassion.		0.7387	whisper
00:11:28.809	00:11:30.149	So let us pray.		0.7183	whisper
00:11:30.949	00:11:32.869	O loving presence of God,		0.7183	whisper
00:11:33.289	00:11:37.289	we have come together this day to present these thy children		0.7183	whisper
00:11:37.729	00:11:41.369	that they may be joined in the covenant of holy matrimony.		0.7183	whisper
00:11:42.289	00:11:44.489	God, if they are protected by your love,		0.7183	whisper
00:11:44.769	00:11:46.389	they shall be sustained.		0.7183	whisper
00:11:47.309	00:11:50.409	Enlarge their hearts and open their eyes		0.7183	whisper
00:11:50.609	00:11:55.009	so that they may approach their lives with tenderness and with wisdom.		0.7183	whisper
00:11:55.909	00:11:57.689	Enrich them with thy grace		0.6472	whisper
00:11:57.909	00:12:02.509	that they may be strong enough to overcome the trials of life together.		0.6472	whisper
00:12:03.029	00:12:04.389	And so it is.		0.6472	whisper
00:12:05.189	00:12:05.409	Amen.		0.6472	whisper
00:12:07.409	00:12:08.969	And on this basis, Jim,		0.6472	whisper
00:12:09.949	00:12:10.929	do you take Linda,		0.6472	whisper
00:12:11.189	00:12:12.629	whose hand you hold,		0.6472	whisper
00:12:13.029	00:12:14.569	to be your wife,		0.6472	whisper
00:12:15.029	00:12:16.169	your companion,		0.6472	whisper
00:12:16.589	00:12:19.269	and the partner of your joys and sorrows,		0.6472	whisper
00:12:20.229	00:12:22.089	and shall it be your chief desire		0.6472	whisper
00:12:22.089	00:12:24.569	to make her heart glad from this day forward?		0.6472	whisper
00:12:26.649	00:12:30.709	And do you pledge yourself before God and these witnesses		0.7777	whisper
00:12:30.709	00:12:34.969	to love, honor, cherish, and protect her		0.7777	whisper
00:12:34.969	00:12:37.169	in sickness and in health,		0.7777	whisper
00:12:37.509	00:12:39.869	in prosperity and in adversity,		0.7777	whisper
00:12:40.289	00:12:42.869	and choosing her above all others,		0.7777	whisper
00:12:43.109	00:12:46.289	keep only unto her so long as you both shall live.		0.7777	whisper
00:12:48.929	00:12:50.109	And do you, Linda,		0.6104	whisper
00:12:50.969	00:12:51.589	take Jim,		0.6104	whisper
00:12:51.929	00:12:53.369	whose hand you hold,		0.6104	whisper
00:12:53.829	00:12:55.289	to be your husband,		0.6104	whisper
00:12:56.069	00:12:56.929	your companion,		0.6104	whisper
00:12:57.889	00:12:59.889	the partner of your joys and sorrows,		0.6104	whisper
00:13:00.749	00:13:02.429	and shall it be your chief desire		0.6104	whisper
00:13:02.429	00:13:04.729	to make his heart glad from this day forward?		0.6104	whisper
00:13:06.769	00:13:10.229	And do you pledge yourself before God and these witnesses		0.7495	whisper
00:13:10.229	00:13:14.489	to love, honor, cherish, and protect him		0.7495	whisper
00:13:14.489	00:13:16.829	in sickness and in health,		0.7495	whisper
00:13:17.069	00:13:19.369	in prosperity and in adversity,		0.7495	whisper
00:13:20.289	00:13:22.909	and choosing him above all others,		0.7495	whisper
00:13:23.269	00:13:26.109	keep only unto him so long as you both shall live.		0.7495	whisper
00:13:29.729	00:13:30.349	And of course,		0.5219	whisper
00:13:30.349	00:13:32.309	the ring has been a symbol of marriage		0.5219	whisper
00:13:32.309	00:13:33.749	down throughout the ages,		0.5219	whisper
00:13:34.469	00:13:35.689	uniting man and woman		0.5219	whisper
00:13:35.689	00:13:37.989	into the holy bonds of matrimony.		0.5219	whisper
00:13:39.029	00:13:40.869	The ring is a visible symbol		0.5219	whisper
00:13:40.869	00:13:42.949	of an invisible promise		0.5219	whisper
00:13:42.949	00:13:44.369	both of you are making		0.5219	whisper
00:13:44.369	00:13:45.929	from your hearts this day.		0.5219	whisper
00:13:46.509	00:13:47.989	May I have the rings, please?		0.5219	whisper
00:13:52.589	00:14:00.469	Mother, Father God, Lord Jesus Christ, we ask your blessing upon these rings		0.7086	whisper
00:14:00.469	00:14:09.409	that they may always remind Linda and Jim of the promise they are making this day.		0.7086	whisper
00:14:09.409	00:14:17.209	May these rings say to all that your commitment, Jim, and your commitment, Linda, is deep and everlasting.		0.7086	whisper
00:14:17.209	00:14:24.849	And as you place these rings upon each other's fingers,		0.7617	whisper
00:14:24.849	00:14:31.649	may this commitment grow and mature and deepen the wellspring of love flourishing in your hearts this day.		0.7617	whisper
00:16:30.429	00:16:40.449	Thus you each are to wear your ring as the enclosing bond of reverence and trust.		0.4344	whisper
00:16:40.449	00:16:47.749	Thus you both are to fulfill the perfect circle of love. And so Jim and Linda, having exchanged the vows of matrimony,		0.7724	whisper
00:16:48.129	00:16:54.869	and having symbolized the same with the giving and receiving of rings, you stand before me		0.7724	whisper
00:16:54.869	00:16:59.949	in ordaining the ministry of the Church of Truth, and recognizing the authority of the		0.7724	whisper
00:16:59.949	00:17:04.869	laws of the State of California, I now pronounce you husband and wife.		0.7724	whisper
00:17:06.809	00:17:12.769	As earthly marriage is symbolic of the mystical union between Christ and his Church, so now		0.89	whisper
00:17:12.769	00:17:17.829	we symbolize the union formed today by Jim and Linda by the lighting of a wedding candle.		0.89	whisper
00:17:18.709	00:17:25.049	The two lighted candles represent the lives each of you have lived as independent persons		0.89	whisper
00:17:25.049	00:17:31.149	up to this time. To mark the creation of your new union, would the two of you now take		0.89	whisper
00:17:31.149	00:17:36.909	the lighted candles and together light the center candle, and replace the two candles still		0.8187	whisper
00:17:36.909	00:17:43.689	lit at the side to signify the maintaining of your individuality within this union.		0.8187	whisper
00:18:19.469	00:18:21.629	The Lord bless you and keep you.		0.7781	whisper
00:18:21.969	00:18:26.849	The Lord make his face to shine upon you and be gracious unto you.		0.7781	whisper
00:18:27.209	00:18:31.229	The Lord lift up his countenance upon you and give you peace.		0.7781	whisper
00:18:31.589	00:18:39.129	I bless this marriage in the name of the Father, and of the Son, and of the Holy Spirit.		0.7781	whisper
00:18:39.129	00:18:43.829	And so it is. In the name of Jesus Christ, amen.		0.6609	whisper
00:18:45.549	00:18:47.069	You may now kiss your bride.		0.6609	whisper
00:18:54.009	00:18:55.109	All right, you two.		0.6609	whisper
00:19:03.509	00:19:07.229	Ladies and gentlemen, it is my pleasure and privilege		0.6609	whisper
00:19:07.229	00:19:11.369	to present to you Mr. and Mrs. James Callahan.		0.4326	whisper
00:19:11.569	00:19:11.969	Thank you.		0.4326	whisper
